P2-DIMMB1 Func   | 0x40       | discrete   | 0x4000| na        | na        | na        | na        | na        | na        
P2-DIMMB2 Func   | 0x0        | discrete   | 0x0000| na        | na        | na        | na        | na        | na        
P2-DIMMC1 Func   | 0x40       | discrete   | 0x4000| na        | na        | na        | na        | na        | na        
P2-DIMMC2 Func   | 0x0        | discrete   | 0x0000| na        | na        | na        | na        | na        | na        
P2-DIMMD1 Func   | 0x40       | discrete   | 0x4000| na        | na        | na        | na        | na        | na        
P2-DIMMD2 Func   | 0x0        | discrete   | 0x0000| na        | na        | na        | na        | na        | na        
GPU1 Temp        | na         |            | na    | na        | na        | na        | na        | na        | na        
GPU2 Temp        | na         |            | na    | na        | na        | na        | na        | na        | na        
NVMe_SSD Temp    | na         |            | na    | na        | na        | na        | na        | na        | na        
SAS Temp         | 61.000     | degrees C  | ok    | 5.000     | 5.000     | 10.000    | 100.000   | 105.000   | 110.000   
HDD Temp         | 24.000     | degrees C  | ok    | 5.000     | 5.000     | 10.000    | 60.000    | 65.000    | 70.000    
HDD Status       | 0x1        | discrete   | 0x0100| na        | na        | na        | na        | na        | na        
TPM Required     | 0x2        | discrete   | 0x0200| na        | na        | na        | na        | na        | na        
Turbo Allowed    | 0x2        | discrete   | 0x0200| na        | na        | na        | na        | na        | na        
Chassis Intru    | 0x0        | discrete   | 0x0000| na        | na        | na        | na        | na        | na        
Backplane Fault  | 0x0        | discrete   | 0x0000| na        | na        | na        | na        | na        | na        
System Event     | 0x0        | discrete   | 0x0000| na        | na        | na        | na        | na        | na        
Boot Count       | 0x2        | discrete   | 0x0200| na        | na        | na        | na        | na        | na        
Boot Progress    | 0x4        | discrete   | 0x0400| na        | na        | na        | na        | na        | na        
PS Derating      | 0x5a       | discrete   | 0x5a00| na        | na        | na        | na        | na        | na        
PS Redundancy    | 0x1        | discrete   | 0x0100| na        | na        | na        | na        | na        | na        
PS1 Status       | 0x1        | discrete   | 0x0100| na        | na        | na        | na        | na        | na        
PS2 Status       | 0x1        | discrete   | 0x0100| na        | na        | na        | na        | na        | na        
