Instantaneous_power_reading(W),Minimum_during_sampling_period(W),Maximum_during_sampling_period(W),Average_power_reading_over_sample_period(W),Day_of_Week,Month,Day,Time,Year
222,218,222,222,Tue,Nov,10,18:01:02,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:02,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:02,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:02,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:02,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:02,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:02,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:02,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:02,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:02,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:02,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:02,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:02,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:02,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:02,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:02,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:03,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:03,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:03,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:03,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:03,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:03,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:03,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:03,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:03,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:03,2020,00000004,activated
222,218,222,222,Tue,Nov,10,18:01:03,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:03,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:03,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:03,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:03,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:03,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:03,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:03,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:03,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:03,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:03,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:03,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:03,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:03,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:04,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:04,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:04,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:04,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:04,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:04,2020,00000004,activated
231,218,231,225,Tue,Nov,10,18:01:04,2020,00000004,activated
